project_index,folder_count,file_count,file_count_tslike,file_count_.ts,file_count_.tsx,file_count_.js,file_count_.jsx,commit_count,unique_commit_authors,commit_count_per_author,first_commit_date,last_commit_date,lines_of_code,lines_of_code_tslike,lines_of_code_.ts,lines_of_code_.tsx,lines_of_code_.js,lines_of_code_.jsx,lines_of_comments,lines_of_comments_tslike,lines_of_comments_.ts,lines_of_comments_.tsx,lines_of_comments_.js,lines_of_comments_.jsx,/frontend_.ts_file_count,/frontend_.ts_total_lines,/frontend_.ts_sloc,/frontend_.ts_total_lines_of_comments,/frontend_.ts_blank_lines,/frontend_.js_file_count,/frontend_.js_total_lines,/frontend_.js_sloc,/frontend_.js_total_lines_of_comments,/frontend_.js_blank_lines,/src_.ts_file_count,/src_.ts_total_lines,/src_.ts_sloc,/src_.ts_total_lines_of_comments,/src_.ts_blank_lines,/src_.js_file_count,/src_.js_total_lines,/src_.js_sloc,/src_.js_total_lines_of_comments,/src_.js_blank_lines,/test/controller_.ts_file_count,/test/controller_.ts_total_lines,/test/controller_.ts_sloc,/test/controller_.ts_total_lines_of_comments,/test/controller_.ts_blank_lines,/test/controller_.js_file_count,/test/controller_.js_total_lines,/test/controller_.js_sloc,/test/controller_.js_total_lines_of_comments,/test/controller_.js_blank_lines,/test/rest_.ts_file_count,/test/rest_.ts_total_lines,/test/rest_.ts_sloc,/test/rest_.ts_total_lines_of_comments,/test/rest_.ts_blank_lines,/test/rest_.js_file_count,/test/rest_.js_total_lines,/test/rest_.js_sloc,/test/rest_.js_total_lines_of_comments,/test/rest_.js_blank_lines,3_folders_file_count,3_folders_total_lines,3_folders_sloc,3_folders_total_lines_of_comments,3_folders_blank_lines,/frontend_file_count,/frontend_total_lines,/frontend_sloc,/frontend_total_lines_of_comments,/frontend_blank_lines,/src_file_count,/src_total_lines,/src_sloc,/src_total_lines_of_comments,/src_blank_lines,/test/controller_file_count,/test/controller_total_lines,/test/controller_sloc,/test/controller_total_lines_of_comments,/test/controller_blank_lines,/test/rest_file_count,/test/rest_total_lines,/test/rest_sloc,/test/rest_total_lines_of_comments,/test/rest_blank_lines,typescript_file_count,typescript_total_lines,typescript_sloc,typescript_total_lines_of_comments,typescript_blank_lines,javascript_file_count,javascript_total_lines,javascript_sloc,javascript_total_lines_of_comments,javascript_blank_lines,cc_sum,cc_sum_3folders,term
585,42,269,28,23,3,2,0,248,3,"[141, 65, 39, 2, 1]",2024-09-18,2024-11-22,481171,3716,3280,389,47,0,2432,452,443,6,3,0,6,410,357,14,39,0,0,0,0,0,16,1872,1568,158,146,0,0,0,0,0,1,460,287,128,45,0,0,0,0,0,1,179,142,19,18,0,0,0,0,0,24,3240,2354,319,248,6,424,357,14,39,16,2030,1568,158,146,1,588,287,128,45,1,198,142,19,18,24,3240,2354,319,248,0,0,0,0,0,452,375,4
586,46,343,25,17,2,6,0,155,10,"[96, 17, 13, 10, 8, 3, 2, 2, 1, 1, 1, 1]",2024-09-18,2024-11-22,398911,4435,3549,136,750,0,2025,226,210,0,16,0,0,0,0,0,0,4,703,602,23,78,12,1645,1394,114,137,0,0,0,0,0,1,1089,938,64,87,0,0,0,0,0,1,707,659,3,45,0,0,0,0,0,18,4348,3593,204,347,4,726,602,23,78,12,1759,1394,114,137,1,1153,938,64,87,1,710,659,3,45,14,3622,2991,181,269,4,726,602,23,78,714,704,4
587,39,172,19,16,0,3,0,71,4,"[27, 21, 14, 6, 2, 1]",2024-09-18,2024-11-21,126586,3204,2542,0,662,0,1326,432,382,0,50,0,0,0,0,0,0,1,615,494,52,69,12,1670,1157,288,225,0,0,0,0,0,1,630,448,48,134,0,0,0,0,0,1,101,62,29,10,0,0,0,0,0,15,3433,2161,417,438,1,667,494,52,69,12,1958,1157,288,225,1,678,448,48,134,1,130,62,29,10,14,2766,1667,365,369,1,667,494,52,69,306,296,4
588,40,315,37,27,0,8,2,189,4,"[108, 59, 13, 7, 1, 1]",2024-09-18,2024-11-22,193437,5466,4176,0,242,1048,1896,1082,745,0,13,324,0,0,0,0,0,8,1243,775,351,117,24,2781,2048,443,290,0,0,0,0,0,1,780,502,209,69,0,0,0,0,0,1,524,403,72,49,0,0,0,0,0,34,6403,3728,1075,525,8,1594,775,351,117,24,3224,2048,443,290,1,989,502,209,69,1,596,403,72,49,26,4809,2953,724,408,8,1594,775,351,117,772,724,4
589,45,223,27,16,0,11,0,133,3,"[59, 44, 28, 1, 1]",2024-09-18,2024-11-22,273016,3708,3002,0,706,0,1173,356,348,0,8,0,1,146,105,14,27,9,659,586,6,67,11,1651,1213,194,244,0,0,0,0,0,1,862,670,73,119,0,0,0,0,0,1,60,32,19,9,0,0,0,0,0,23,3684,2606,306,466,10,825,691,20,94,11,1845,1213,194,244,1,935,670,73,119,1,79,32,19,9,14,3019,2020,300,399,9,665,586,6,67,509,499,4
590,41,193,30,20,0,10,0,146,4,"[75, 63, 4, 2, 1, 1]",2024-09-18,2024-11-22,119211,5427,4058,0,1369,0,1189,423,358,0,65,0,0,0,0,0,0,8,1322,1089,83,150,17,2444,1877,317,250,0,0,0,0,0,1,1083,940,21,122,0,0,0,0,0,1,448,367,22,59,0,0,0,0,0,27,5740,4273,443,581,8,1405,1089,83,150,17,2761,1877,317,250,1,1104,940,21,122,1,470,367,22,59,19,4335,3184,360,431,8,1405,1089,83,150,691,681,4
591,39,136,16,13,0,3,0,142,4,"[65, 41, 30, 3, 2, 1]",2024-09-18,2024-11-22,110369,4117,2678,0,1439,0,1209,454,409,0,45,0,0,0,0,0,0,1,1392,1137,55,200,10,1915,1389,300,226,0,0,0,0,0,1,521,396,103,22,0,0,0,0,0,1,159,125,18,16,0,0,0,0,0,13,4463,3047,476,464,1,1447,1137,55,200,10,2215,1389,300,226,1,624,396,103,22,1,177,125,18,16,12,3016,1910,421,264,1,1447,1137,55,200,518,508,4
592,42,241,24,17,2,5,0,344,7,"[131, 127, 33, 22, 12, 11, 6, 1, 1]",2024-09-18,2024-11-22,194721,4013,3331,589,93,0,1522,323,301,18,4,0,4,603,518,29,56,3,46,42,2,2,10,1854,1388,240,226,0,0,0,0,0,1,807,684,35,88,0,0,0,0,0,1,466,412,18,36,0,0,0,0,0,19,4100,3044,324,408,7,680,560,31,58,10,2094,1388,240,226,1,842,684,35,88,1,484,412,18,36,16,4052,3002,322,406,3,48,42,2,2,509,499,4
593,42,191,32,22,8,2,0,227,5,"[104, 90, 23, 6, 2, 1, 1]",2024-09-18,2024-11-21,264210,6226,3971,2208,47,0,1424,357,347,7,3,0,11,2229,2034,24,171,0,0,0,0,0,13,2089,1708,170,211,0,0,0,0,0,1,842,683,58,101,0,0,0,0,0,1,343,305,2,36,0,0,0,0,0,26,5757,4730,254,519,11,2253,2034,24,171,13,2259,1708,170,211,1,900,683,58,101,1,345,305,2,36,26,5757,4730,254,519,0,0,0,0,0,824,784,4
594,46,629,50,39,0,11,0,252,6,"[98, 81, 46, 13, 8, 3, 2, 1]",2024-09-18,2024-11-21,363299,4606,4131,0,475,0,2241,648,633,0,15,0,0,0,0,0,0,9,427,369,20,38,35,2945,2075,529,341,0,0,0,0,0,2,657,483,115,59,0,0,0,0,0,1,446,374,45,27,0,0,0,0,0,47,5184,3301,709,465,9,447,369,20,38,35,3474,2075,529,341,2,772,483,115,59,1,491,374,45,27,38,4737,2932,689,427,9,447,369,20,38,634,621,4
595,48,266,34,26,0,8,0,227,4,"[93, 53, 47, 32, 1, 1]",2024-09-18,2024-11-20,382590,3273,3142,0,131,0,2085,259,247,0,12,0,6,174,151,9,14,6,84,68,10,6,17,1955,1588,163,204,0,0,0,0,0,1,873,732,38,103,0,0,0,0,0,1,49,33,9,7,0,0,0,0,0,31,3364,2572,229,334,12,277,219,19,20,17,2118,1588,163,204,1,911,732,38,103,1,58,33,9,7,25,3270,2504,219,328,6,94,68,10,6,531,521,4
596,37,220,17,14,0,3,0,158,4,"[51, 51, 28, 25, 2, 1]",2024-09-18,2024-11-22,197225,3888,3429,0,459,0,1316,205,197,0,8,0,0,0,0,0,0,1,412,333,41,38,10,1549,1286,127,136,0,0,0,0,0,1,1319,1175,34,110,0,0,0,0,0,1,253,232,8,13,0,0,0,0,0,13,3743,3026,210,297,1,453,333,41,38,10,1676,1286,127,136,1,1353,1175,34,110,1,261,232,8,13,12,3290,2693,169,259,1,453,333,41,38,434,424,4
597,64,311,23,20,0,3,0,171,3,"[73, 72, 23, 2, 1]",2024-09-18,2024-11-21,228837,4169,3566,0,603,0,3936,733,683,0,50,0,0,0,0,0,0,1,556,423,62,71,13,1751,1254,303,194,0,0,0,0,0,1,938,545,328,65,0,0,0,0,0,1,265,230,12,23,0,0,0,0,0,16,4215,2452,705,353,1,618,423,62,71,13,2054,1254,303,194,1,1266,545,328,65,1,277,230,12,23,15,3597,2029,643,282,1,618,423,62,71,16441,348,4
598,38,143,16,13,0,3,0,134,4,"[68, 28, 22, 13, 2, 1]",2024-09-18,2024-11-22,183899,3795,3273,0,522,0,1381,420,413,0,7,0,0,0,0,0,0,0,0,0,0,0,4,548,416,77,55,0,0,0,0,0,1,655,465,143,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1423,881,220,102,0,0,0,0,0,4,625,416,77,55,1,798,465,143,47,0,0,0,0,0,5,1423,881,220,102,0,0,0,0,0,506,425,4
599,52,253,43,29,12,2,0,179,5,"[49, 46, 44, 21, 17, 1, 1]",2024-09-18,2024-11-22,376075,5735,4303,1385,47,0,1355,495,446,46,3,0,14,1393,1235,50,108,0,0,0,0,0,22,2831,2128,314,389,0,0,0,0,0,3,1097,909,69,119,0,0,0,0,0,1,284,219,39,26,0,0,0,0,0,40,6077,4491,472,642,14,1443,1235,50,108,22,3145,2128,314,389,3,1166,909,69,119,1,323,219,39,26,40,6077,4491,472,642,0,0,0,0,0,810,800,4
600,44,230,22,18,0,4,0,162,6,"[54, 51, 20, 18, 12, 4, 2, 1]",2024-09-18,2024-11-21,228017,5836,5237,0,599,0,2165,633,605,0,28,0,0,0,0,0,0,2,552,460,29,63,10,1625,1096,302,227,0,0,0,0,0,4,2571,2169,170,232,0,0,0,0,0,1,531,461,28,42,0,0,0,0,0,17,5808,4186,529,564,2,581,460,29,63,10,1927,1096,302,227,4,2741,2169,170,232,1,559,461,28,42,15,5227,3726,500,501,2,581,460,29,63,665,654,4
601,45,210,32,20,0,12,0,105,3,"[74, 21, 8, 1, 1]",2024-09-18,2024-11-22,244186,5470,4748,0,722,0,1351,392,342,0,50,0,0,0,0,0,0,10,675,527,56,92,17,2801,2125,283,393,0,0,0,0,0,1,1393,1081,38,274,0,0,0,0,0,1,471,389,22,60,0,0,0,0,0,29,5739,4122,399,819,10,731,527,56,92,17,3084,2125,283,393,1,1431,1081,38,274,1,493,389,22,60,19,5008,3595,343,727,10,731,527,56,92,725,715,4
602,40,212,41,25,0,16,0,112,4,"[51, 39, 12, 7, 2, 1]",2024-09-18,2024-11-21,164227,4732,3354,0,1378,0,1397,264,244,0,20,0,0,0,0,0,0,12,1086,956,18,112,21,2094,1647,197,250,0,0,0,0,0,1,736,618,27,91,0,0,0,0,0,1,366,323,6,37,0,0,0,0,0,35,4530,3544,248,490,12,1104,956,18,112,21,2291,1647,197,250,1,763,618,27,91,1,372,323,6,37,23,3426,2588,230,378,12,1104,956,18,112,554,544,4
603,46,249,26,23,0,3,0,133,3,"[68, 53, 10, 1, 1]",2024-09-18,2024-11-21,267771,5500,4659,0,841,0,3631,742,614,0,128,0,0,0,0,0,0,1,794,528,133,133,16,2176,1465,434,277,0,0,0,0,0,1,584,436,58,90,0,0,0,0,0,1,562,499,8,55,0,0,0,0,0,19,4749,2928,633,555,1,927,528,133,133,16,2610,1465,434,277,1,642,436,58,90,1,570,499,8,55,18,3822,2400,500,422,1,927,528,133,133,15989,632,4
604,44,249,30,16,9,5,0,258,4,"[73, 65, 63, 55, 1, 1]",2024-09-18,2024-11-22,305640,4639,3432,1117,90,0,1749,375,338,34,3,0,12,1217,939,180,98,3,43,40,0,3,10,2232,1789,273,170,0,0,0,0,0,1,640,540,48,52,0,0,0,0,0,1,371,309,39,23,0,0,0,0,0,27,5043,3617,540,346,15,1440,979,180,101,10,2505,1789,273,170,1,688,540,48,52,1,410,309,39,23,24,5000,3577,540,343,3,43,40,0,3,935,727,4
605,48,240,42,23,14,5,0,129,4,"[79, 21, 20, 7, 1, 1]",2024-09-18,2024-11-18,218804,4256,2956,1210,90,0,1528,346,341,1,4,0,18,1242,1134,9,99,3,43,39,2,2,15,1565,1131,223,211,0,0,0,0,0,1,913,754,61,98,0,0,0,0,0,1,276,216,23,37,0,0,0,0,0,38,4357,3274,318,447,21,1296,1173,11,101,15,1788,1131,223,211,1,974,754,61,98,1,299,216,23,37,35,4312,3235,316,445,3,45,39,2,2,403,393,4
606,52,246,32,22,0,10,0,209,3,"[116, 85, 6, 1, 1]",2024-09-18,2024-11-21,215423,6503,5307,0,1196,0,3368,2566,2399,0,167,0,0,0,0,0,0,8,1148,889,172,87,12,1824,1258,420,146,0,0,0,0,0,1,892,688,130,74,0,0,0,0,0,1,429,356,43,30,0,0,0,0,0,22,5058,3191,765,337,8,1320,889,172,87,12,2244,1258,420,146,1,1022,688,130,74,1,472,356,43,30,14,3738,2302,593,250,8,1320,889,172,87,596,586,4
607,41,194,14,11,0,3,0,255,3,"[128, 90, 34, 2, 1]",2024-09-18,2024-11-22,145778,4133,3170,0,963,0,1418,553,486,0,67,0,0,0,0,0,0,1,916,714,76,126,8,1630,1071,365,194,0,0,0,0,0,1,1119,918,80,121,0,0,0,0,0,1,338,288,26,24,0,0,0,0,0,11,4550,2991,547,465,1,992,714,76,126,8,1995,1071,365,194,1,1199,918,80,121,1,364,288,26,24,10,3558,2277,471,339,1,992,714,76,126,555,545,4
608,42,258,18,11,0,4,3,170,4,"[57, 52, 34, 25, 1, 1]",2024-09-18,2024-11-22,443864,3632,3070,0,92,470,1555,760,739,0,4,17,0,0,0,0,0,5,515,423,37,55,8,2027,1230,572,225,0,0,0,0,0,1,733,493,155,85,0,0,0,0,0,1,227,191,12,24,0,0,0,0,0,15,4278,2337,776,389,5,552,423,37,55,8,2599,1230,572,225,1,888,493,155,85,1,239,191,12,24,10,3726,1914,739,334,5,552,423,37,55,347,337,4
609,47,271,26,14,10,2,0,70,4,"[20, 18, 18, 12, 1, 1]",2024-09-18,2024-11-22,230121,4498,3334,1117,47,0,1889,436,423,10,3,0,13,1150,995,32,123,0,0,0,0,0,4,666,439,128,99,0,0,0,0,0,1,1119,810,152,157,0,0,0,0,0,1,199,157,26,16,0,0,0,0,0,19,3472,2401,338,395,13,1182,995,32,123,4,794,439,128,99,1,1271,810,152,157,1,225,157,26,16,19,3472,2401,338,395,0,0,0,0,0,606,343,4
610,47,222,36,19,14,3,0,96,3,"[41, 39, 14, 1, 1]",2024-09-18,2024-11-21,279113,3600,2623,920,57,0,1149,285,259,22,4,0,18,1005,842,47,116,1,10,8,2,0,11,1440,1068,181,191,0,0,0,0,0,1,715,588,30,97,0,0,0,0,0,1,49,32,10,7,0,0,0,0,0,32,3489,2538,270,411,19,1064,850,49,116,11,1621,1068,181,191,1,745,588,30,97,1,59,32,10,7,31,3477,2530,268,411,1,12,8,2,0,400,390,4
611,42,185,22,19,0,3,0,170,4,"[56, 46, 35, 30, 2, 1]",2024-09-18,2024-11-21,214039,3542,3131,0,411,0,1730,343,333,0,10,0,0,0,0,0,0,1,364,300,9,55,15,2114,1652,191,271,0,0,0,0,0,1,532,423,50,59,0,0,0,0,0,1,342,229,72,41,0,0,0,0,0,18,3674,2604,322,426,1,373,300,9,55,15,2305,1652,191,271,1,582,423,50,59,1,414,229,72,41,17,3301,2304,313,371,1,373,300,9,55,520,509,4
612,38,201,29,16,0,13,0,77,4,"[28, 23, 19, 4, 2, 1]",2024-09-18,2024-11-21,200576,4330,3358,0,972,0,2652,1471,1043,0,428,0,0,0,0,0,0,11,925,382,426,117,12,2301,1089,967,245,0,0,0,0,0,1,445,337,79,29,0,0,0,0,0,1,305,269,10,26,0,0,0,0,0,25,5458,2077,1482,417,11,1351,382,426,117,12,3268,1089,967,245,1,524,337,79,29,1,315,269,10,26,14,4107,1695,1056,300,11,1351,382,426,117,500,490,4
613,50,227,32,16,12,4,0,255,4,"[144, 49, 39, 21, 1, 1]",2024-09-18,2024-11-22,128657,4170,3342,748,80,0,1203,312,296,13,3,0,14,756,653,15,88,2,33,31,0,2,11,1812,1399,223,190,0,0,0,0,0,1,909,769,32,108,0,0,0,0,0,1,530,459,12,59,0,0,0,0,0,29,4322,3311,282,447,16,804,684,15,90,11,2035,1399,223,190,1,941,769,32,108,1,542,459,12,59,27,4289,3280,282,445,2,33,31,0,2,578,568,4
614,38,179,19,16,0,3,0,82,4,"[30, 23, 16, 10, 2, 1]",2024-09-18,2024-11-27,178242,3702,3228,0,474,0,726,293,268,0,25,0,0,0,0,0,0,1,427,340,29,58,12,1293,936,176,181,0,0,0,0,0,1,732,615,54,63,0,0,0,0,0,1,861,770,36,55,0,0,0,0,0,15,3608,2661,295,357,1,456,340,29,58,12,1469,936,176,181,1,786,615,54,63,1,897,770,36,55,14,3152,2321,266,299,1,456,340,29,58,489,479,4
615,40,120,19,16,0,3,0,53,4,"[15, 13, 12, 10, 2, 1]",2024-09-18,2024-11-21,144372,2812,2461,0,351,0,983,229,221,0,8,0,0,0,0,0,0,1,304,283,5,16,12,1566,1324,137,105,0,0,0,0,0,1,692,616,37,39,0,0,0,0,0,1,52,36,9,7,0,0,0,0,0,15,2802,2259,188,167,1,309,283,5,16,12,1703,1324,137,105,1,729,616,37,39,1,61,36,9,7,14,2493,1976,183,151,1,309,283,5,16,393,382,4
616,42,200,27,16,0,11,0,96,6,"[34, 30, 10, 9, 7, 4, 1, 1]",2024-09-18,2024-11-27,169192,4905,4207,0,698,0,1674,868,838,0,30,0,0,0,0,0,0,9,651,544,27,80,12,2654,1679,678,297,0,0,0,0,0,1,729,-145,790,84,0,0,0,0,0,1,371,305,29,37,0,0,0,0,0,23,5929,2383,1524,498,9,678,544,27,80,12,3332,1679,678,297,1,1519,-145,790,84,1,400,305,29,37,14,5251,1839,1497,418,9,678,544,27,80,532,495,4
617,45,176,26,16,0,10,0,172,5,"[71, 31, 30, 22, 16, 1, 1]",2024-09-18,2024-11-22,236299,5442,4322,0,1120,0,2411,1493,1480,0,13,0,0,0,0,0,0,8,1073,1005,19,49,11,1479,1141,170,168,0,0,0,0,0,2,2180,806,1227,147,0,0,0,0,0,1,202,147,28,27,0,0,0,0,0,22,6378,3099,1444,391,8,1092,1005,19,49,11,1649,1141,170,168,2,3407,806,1227,147,1,230,147,28,27,14,5286,2094,1425,342,8,1092,1005,19,49,419,409,4
618,38,220,28,25,0,3,0,58,3,"[20, 18, 17, 2, 1]",2024-09-18,2024-11-22,102027,6301,5835,0,466,0,911,185,182,0,3,0,0,0,0,0,0,1,419,382,0,37,22,4811,4420,112,279,0,0,0,0,0,1,674,582,27,65,0,0,0,0,0,1,267,227,13,27,0,0,0,0,0,25,6323,5611,152,408,1,419,382,0,37,22,4923,4420,112,279,1,701,582,27,65,1,280,227,13,27,24,5904,5229,152,371,1,419,382,0,37,1411,1401,4
619,42,160,23,20,0,3,0,98,2,"[56, 39, 2, 1]",2024-09-18,2024-11-22,148539,6435,5774,0,661,0,1174,435,429,0,6,0,0,0,0,0,0,1,614,517,7,90,11,2047,1592,211,244,0,0,0,0,0,1,645,535,38,72,0,0,0,0,0,1,627,572,3,52,0,0,0,0,0,14,4192,3216,259,458,1,621,517,7,90,11,2258,1592,211,244,1,683,535,38,72,1,630,572,3,52,13,3571,2699,252,368,1,621,517,7,90,943,554,4
620,43,380,18,15,0,3,0,125,3,"[62, 35, 25, 2, 1]",2024-09-18,2024-11-22,480886,4269,3629,0,640,0,2625,357,301,0,56,0,0,0,0,0,0,1,593,450,54,89,12,2186,1681,159,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313,227,46,40,0,0,0,0,0,14,3351,2358,259,475,1,647,450,54,89,12,2345,1681,159,346,0,0,0,0,0,1,359,227,46,40,13,2704,1908,205,386,1,647,450,54,89,655,645,4
621,50,229,29,19,7,3,0,91,4,"[40, 20, 17, 11, 2, 1]",2024-09-18,2024-11-21,222679,4489,3623,814,52,0,1477,672,653,16,3,0,9,835,758,26,51,1,5,4,0,1,14,2247,1450,475,322,0,0,0,0,0,1,865,556,145,164,0,0,0,0,0,1,379,315,26,38,0,0,0,0,0,26,5003,3083,672,576,10,866,762,26,52,14,2722,1450,475,322,1,1010,556,145,164,1,405,315,26,38,25,4998,3079,672,575,1,5,4,0,1,628,615,4
622,49,208,31,19,0,4,8,191,4,"[91, 66, 27, 5, 1, 1]",2024-09-19,2024-11-22,420345,4455,3652,0,92,711,1564,782,751,0,4,27,0,0,0,0,0,10,756,639,40,77,16,2564,1673,613,278,0,0,0,0,0,1,879,656,110,113,0,0,0,0,0,1,126,85,26,15,0,0,0,0,0,28,5114,3053,789,483,10,796,639,40,77,16,3177,1673,613,278,1,989,656,110,113,1,152,85,26,15,18,4318,2414,749,406,10,796,639,40,77,639,629,4
623,42,176,37,21,12,4,0,182,3,"[73, 54, 52, 2, 1]",2024-09-19,2024-11-22,164225,5584,4390,1133,61,0,1583,661,650,7,4,0,15,1317,1182,14,121,2,14,12,2,0,14,2401,1700,370,331,0,0,0,0,0,1,1249,915,240,94,0,0,0,0,0,1,103,68,23,12,0,0,0,0,0,33,5733,3877,649,558,17,1347,1194,16,121,14,2771,1700,370,331,1,1489,915,240,94,1,126,68,23,12,31,5717,3865,647,558,2,16,12,2,0,718,708,4
624,41,164,35,17,13,5,0,158,4,"[67, 37, 28, 24, 1, 1]",2024-09-19,2024-11-22,145700,4265,3138,1026,101,0,1389,296,289,3,4,0,16,1041,953,13,75,3,54,50,2,2,11,2041,1718,190,133,0,0,0,0,0,1,641,513,64,64,0,0,0,0,0,1,350,326,2,22,0,0,0,0,0,32,4398,3560,271,296,19,1110,1003,15,77,11,2231,1718,190,133,1,705,513,64,64,1,352,326,2,22,29,4342,3510,269,294,3,56,50,2,2,647,637,4
625,41,160,15,13,0,2,0,72,3,"[34, 31, 5, 1, 1]",2024-09-19,2024-11-22,107371,1925,1878,0,47,0,974,231,228,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1195,951,107,137,0,0,0,0,0,1,551,439,67,45,0,0,0,0,0,1,49,10,32,7,0,0,0,0,0,12,2001,1400,206,189,0,0,0,0,0,10,1302,951,107,137,1,618,439,67,45,1,81,10,32,7,12,2001,1400,206,189,0,0,0,0,0,336,326,4
626,54,452,113,20,0,93,0,141,4,"[72, 44, 12, 11, 1, 1]",2024-09-19,2024-11-22,288331,5159,3836,0,1323,0,4945,768,576,0,192,0,0,0,0,0,0,91,1276,828,358,90,17,2831,2008,432,391,0,0,0,0,0,1,629,441,109,79,0,0,0,0,0,1,293,240,26,27,0,0,0,0,0,110,5954,3517,925,587,91,1634,828,358,90,17,3263,2008,432,391,1,738,441,109,79,1,319,240,26,27,19,4320,2689,567,497,91,1634,828,358,90,246525,246515,4
627,53,251,50,33,15,2,0,187,5,"[121, 30, 18, 13, 2, 2, 1]",2024-09-06,2024-11-22,146707,7280,5940,1293,47,0,1526,560,517,40,3,0,18,1378,1172,53,153,0,0,0,0,0,17,2127,1642,204,281,0,0,0,0,0,9,3173,2597,261,315,0,0,0,0,0,1,250,218,10,22,0,0,0,0,0,45,7456,5629,528,771,18,1431,1172,53,153,17,2331,1642,204,281,9,3434,2597,261,315,1,260,218,10,22,45,7456,5629,528,771,0,0,0,0,0,1206,798,4
628,43,173,30,17,0,13,0,153,3,"[91, 54, 5, 2, 1]",2024-09-19,2024-11-22,153732,5044,4009,0,1035,0,1652,836,827,0,9,0,0,0,0,0,0,11,988,881,7,100,14,2583,1456,824,303,0,0,0,0,0,1,569,443,53,73,0,0,0,0,0,1,766,659,33,74,0,0,0,0,0,27,5823,3439,917,550,11,995,881,7,100,14,3407,1456,824,303,1,622,443,53,73,1,799,659,33,74,16,4828,2558,910,450,11,995,881,7,100,523,513,4
629,51,261,30,17,0,7,6,150,4,"[57, 54, 21, 16, 1, 1]",2024-09-19,2024-11-22,305747,3567,2512,0,143,912,3562,336,293,0,16,27,0,0,0,0,0,11,1008,812,93,103,9,1473,1070,204,199,0,0,0,0,0,1,336,276,13,47,0,0,0,0,0,1,162,135,9,18,0,0,0,0,0,22,3298,2293,319,367,11,1101,812,93,103,9,1677,1070,204,199,1,349,276,13,47,1,171,135,9,18,11,2197,1481,226,264,11,1101,812,93,103,15620,349,4
630,44,185,42,19,1,4,18,140,3,"[81, 47, 10, 1, 1]",2024-09-19,2024-11-22,193058,4554,2879,19,149,1507,1259,412,335,3,10,64,3,35,27,4,4,19,1519,1285,70,164,13,1854,1415,238,201,0,0,0,0,0,1,639,527,40,72,0,0,0,0,0,1,227,187,18,22,0,0,0,0,0,37,4644,3441,370,463,22,1628,1312,74,168,13,2092,1415,238,201,1,679,527,40,72,1,245,187,18,22,18,3055,2156,300,299,19,1589,1285,70,164,562,525,4
631,43,184,48,40,5,3,0,132,6,"[56, 48, 20, 2, 2, 2, 1, 1]",2024-09-19,2024-11-22,146590,5482,4734,673,75,0,1105,343,317,23,3,0,7,681,527,54,100,1,28,27,0,1,34,3192,2531,223,438,0,0,0,0,0,1,532,441,31,60,0,0,0,0,0,1,616,562,24,30,0,0,0,0,0,44,5381,4088,332,629,8,763,554,54,101,34,3415,2531,223,438,1,563,441,31,60,1,640,562,24,30,43,5353,4061,332,628,1,28,27,0,1,913,903,4
632,46,181,29,15,11,3,0,125,4,"[43, 39, 22, 19, 1, 1]",2024-09-19,2024-11-22,165891,3249,2465,709,75,0,1262,478,436,39,3,0,14,798,668,68,62,1,28,27,0,1,9,1800,1279,371,150,0,0,0,0,0,1,414,344,33,37,0,0,0,0,0,1,79,53,19,7,0,0,0,0,0,26,3610,2371,491,257,15,894,695,68,63,9,2171,1279,371,150,1,447,344,33,37,1,98,53,19,7,25,3582,2344,491,256,1,28,27,0,1,432,422,4
633,40,144,22,11,0,4,7,145,4,"[48, 47, 27, 21, 1, 1]",2024-09-19,2024-11-22,157930,3132,2403,0,92,637,1454,307,293,0,4,10,0,0,0,0,0,9,682,621,15,46,8,1438,1104,135,199,0,0,0,0,0,1,626,461,98,67,0,0,0,0,0,1,256,216,26,14,0,0,0,0,0,19,3276,2402,274,326,9,697,621,15,46,8,1573,1104,135,199,1,724,461,98,67,1,282,216,26,14,10,2579,1781,259,280,9,697,621,15,46,442,432,4
634,41,188,22,19,0,3,0,105,5,"[38, 31, 23, 10, 1, 1, 1]",2024-09-19,2024-11-22,266578,2979,2684,0,295,0,1388,348,311,0,37,0,0,0,0,0,0,1,248,184,35,29,16,1918,1485,225,208,0,0,0,0,0,1,565,456,50,59,0,0,0,0,0,1,113,92,8,13,0,0,0,0,0,19,3162,2217,318,309,1,283,184,35,29,16,2143,1485,225,208,1,615,456,50,59,1,121,92,8,13,18,2879,2033,283,280,1,283,184,35,29,302,291,4
635,50,283,23,20,0,3,0,86,3,"[51, 30, 2, 2, 1]",2024-09-19,2024-11-21,575431,5228,4722,0,506,0,1759,421,418,0,3,0,0,0,0,0,0,0,0,0,0,0,15,2795,2387,222,186,0,0,0,0,0,1,989,779,90,120,0,0,0,0,0,1,319,234,55,30,0,0,0,0,0,17,4470,3400,367,336,0,0,0,0,0,15,3017,2387,222,186,1,1079,779,90,120,1,374,234,55,30,17,4470,3400,367,336,0,0,0,0,0,819,809,4
